name,active-modules,base-mac,build,cert,chassis-id,edition,hostname,key,management-ip,marketing-name,platform-id,product,self-device,time-zone,version
/Common/default.local,"BIG-IP, VE Trial|WNEXAGM-ADCNMWS|Rate Shaping|External Interface and Network HSM, VE|SDN Services, VE|SSL, Forward Proxy, VE|BIG-IP VE, Multicast Routing|APM, Limited|SSL, VE|DNS (1K QPS), VE|Routing Bundle, VE|ASM, VE|Crytpo Offload, VE, Tier 1 (25M - 200M)|Max Compression, VE|Advanced Web Application Firewall, VE|AFM, VE|DNSSEC|Anti-Virus Checks|Base Endpoint Security Checks|Firewall Checks|Network Access|Secure Virtual Keyboard|APM, Web Application|Machine Certificate Checks|Protected Workspace|Remote Desktop|App Tunnel|VE, Carrier Grade NAT (AFM ONLY)|PSM, VE",00:0c:29:46:00:34,0.0.10,/Common/dtdi.crt,564dfa9c-0227-497c-415260460034,"Point Release 2",default.local,/Common/dtdi.key,192.168.194.3,"BIG-IP Virtual Edition",Z100,BIG-IP,true,Asia/Tokyo,12.1.5.2
